pair_ID	sentence_AB	E_judgment
628	A father is in the swimming pool during his daughters launch. [SEP] A father is launching the daughter in a swimming pool.	2
629	The man is tossing a kid into the swimming pool that is near the ocean. [SEP] One man is tossing a kid into the swimming pool that is near the ocean.	0
631	The man is tossing a kid into the swimming pool that is near the ocean. [SEP] A kid swimming in the ocean is tossing a coin into the pool, near the man.	2
632	One man is tossing a kid into the swimming pool that is near the ocean. [SEP] A father is launching the daughter in a swimming pool.	2
634	A kid swimming in the ocean is tossing a coin into the pool, near the man. [SEP] A father is launching the daughter in a swimming pool.	2
637	A father is in the swimming pool during his daughters launch. [SEP] The man is tossing a kid into the swimming pool that is near the ocean.	2
638	A father is launching the daughter in a swimming pool. [SEP] The man is tossing a kid into the swimming pool that is near the ocean.	2
641	A social climber is tying a man to a cliff with a rope. [SEP] One man is climbing a cliff with a rope.	2
643	A person is standing in front of a rock with a rope, which is pink. [SEP] A person is climbing a rock with a rope, which is pink.	2
645	A rock is being climbed by a person with a rope, which is pink. [SEP] One man is climbing a cliff with a rope.	0
646	One man is climbing a cliff with a rope. [SEP] A person is standing in front of a rock with a rope, which is pink.	2
648	A person is climbing a rock with a rope, which is pink. [SEP] One man is climbing the cliff with a rope.	0
649	A person is climbing a rock with a rope, which is pink. [SEP] One man is descending a cliff with a rope.	2
650	A person is climbing a rock with a rope, which is pink. [SEP] A social climber is tying a man to a cliff with a rope.	2
653	A young boy isn't climbing a wall made of rock. [SEP] The young boy is climbing the wall made of rock.	1
655	A young child is climbing a rock climbing wall which is indoors. [SEP] A young kid is climbing a rock climbing wall which is indoors.	0
657	A young child is climbing a rock climbing wall which is indoors. [SEP] A child is indoors watching a program about some young climbers on a rock wall.	2
660	A child is indoors watching a program about some young climbers on a rock wall. [SEP] The young boy is climbing the wall made of rock.	2
661	One young boy is climbing a wall made of rock. [SEP] A young child is climbing a rock climbing wall which is indoors.	2
663	A young climber is making a rock wall for the boys. [SEP] A young child is climbing a rock climbing wall which is indoors.	2
668	The cyclist is performing a trick in the air. [SEP] The cyclist isn't performing a trick in the air.	1
671	One man is doing a bicycle trick in midair. [SEP] The cyclist isn't performing a trick in the air.	2
672	One man is doing a bicycle trick in midair. [SEP] The air is tricking a performing cyclist.	2
676	A dog, which is black, and a white one are staring at each other in the street. [SEP] A dog, which is black, and another one, which is white, are staring at each other in the street.	0
678	A dog, which is black, and a white one are staring at each other in the street. [SEP] One white dog is staring at the black street.	2
679	Two dogs of different breeds are looking angrily at each other across a street. [SEP] Two dogs of different breeds are looking at each other across a street.	0
680	Two dogs of different breeds are looking at each other across a street. [SEP] There are no dogs of different breeds looking at each other across a street.	1
685	A dog, which is black, and another one, which is white, are staring at each other in the street. [SEP] Two dogs of different breeds are looking at each other across a street.	2
690	A dog next to a tree, which is probably a pine, is dropping a bucket. [SEP] A dog next to a tree, which is probably a pine, is biting a bucket.	2
691	A dog next to a tree, which is probably a pine, is biting a bucket. [SEP] A dog in a bucket is biting a tree which is probably a pine.	2
692	A dog which is furry and black is in a backyard and is carrying a basket in its mouth. [SEP] A dog which is furry and black is in a back yard and is carrying a basket in its mouth.	0
693	A dog which is furry and black is in a back yard and is carrying a basket in its mouth. [SEP] There is no dog which is furry and black in a back yard carrying a basket in its mouth.	1
696	A dog next to a tree, which is probably a pine, is biting a bucket. [SEP] There is no dog which is furry and black in a back yard carrying a basket in its mouth.	2
697	A dog in the backyard is carrying black fur in a basket in its mouth. [SEP] A dog next to a tree, which is probably a pine, is biting a bucket.	2
699	A dog which is furry and black is in a back yard and is carrying a basket in its mouth. [SEP] A dog next to a tree, which is probably a pine, is dropping a bucket.	2
702	Two persons of large size are sitting on a park bench and they have a bottle of soda between them. [SEP] Two large persons are sitting on a park bench and they have a bottle of soda between them.	0
703	Two large persons are sitting on a park bench and they have a bottle of soda between them. [SEP] Two large persons are standing near a park bench and they have nothing between them.	1
704	Two large park benches have a person sitting and a bottle of soda between them. [SEP] Two large persons are sitting on a park bench and they have a bottle of soda between them.	0
709	A man and a woman are sitting comfortably on the bench. [SEP] Two persons of large size are sitting on a park bench and they have a bottle of soda between them.	2
715	The man is racing for the lead. [SEP] A man is leading the race.	2
722	A few men in a competition are running outside. [SEP] One man is leading the race.	2
723	A man is bringing up the rear of the race. [SEP] A few men in a competition are running outside.	2
725	A few men in a competition are running outside. [SEP] A man is leading the race.	2
727	A man with a camera is studying the subject. [SEP] There is no man with a camera studying the subject.	1
728	A man with a camera is studying the subject. [SEP] The study subject is a camera man.	2
729	The man with the dyed purple hat is operating a camera that makes videos. [SEP] The man in the purple hat is operating a camera that makes videos.	0
730	The man in the purple hat isn't operating a camera that makes videos. [SEP] The man in the purple hat is operating a camera that makes videos.	1
731	The man with the dyed purple hat is operating a camera that makes videos. [SEP] A man with a camera is studying the subject.	2
732	A man with a camera is studying the subject. [SEP] The man in the purple hat isn't operating a camera that makes videos.	2
733	The man in the purple hat is operating a camera that makes videos. [SEP] The subject is being studied by a man with a camera.	2
734	The man in the purple hat is operating a camera that makes videos. [SEP] There is no man with a camera studying the subject.	2
735	The study subject is a camera man. [SEP] The man in the purple hat is operating a camera that makes videos.	2
736	The man in the purple hat is operating a camera that makes videos. [SEP] A man with a camera is studying the subject.	2
737	The bride and the groom are leaving after the marriage. [SEP] The bride and the groom are leaving after the wedding.	0
738	The bride and the groom are arriving after the wedding. [SEP] The bride and the groom are leaving after the wedding.	2
741	A married couple is walking up the aisle. [SEP] A married couple is walking down the aisle.	0
745	The priest is walking down the aisle to marry a couple. [SEP] The bride and the groom are leaving after the wedding.	2
746	The bride and the groom are leaving after the marriage. [SEP] A married couple is walking down the aisle.	2
747	The bride and the groom are arriving after the wedding. [SEP] A married couple is walking down the aisle.	2
748	A married couple is walking down the aisle. [SEP] The bride is leaving the groom after the wedding.	2
